Unnamed: 0,Position,Rating,Pace,Acceleration,Sprint Speed,Shooting,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Passing,Vision,Crossing,FK. Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Dribbling.1,Composure,Defending,Interceptions,Heading Accuracy,Marking,Standing Tackle,Sliding Tackle,Physicality,Jumping,Stamina,Strength,Aggression,Name,Club,Nation,League,Skills,Weak Foot,Intl. Rep,Foot,Height,Weight,Revision,Def. WR,Att. WR,Origin,Version,PS4 Games Played,Days in game,Acrobat,Aerial Threat,Clinical Finisher,Complete Defender,Complete Forward,Crosser,Distance Shooter,Dribbler,FK Specialist,Midfielder,Play Maker,Poacher,Speedster,Strength Spec,Tackler,Tactician,Avoids Using Weaker Foot,Backs Into Player,Chip Shot,Corner Specialist,Crosser - Early Crosser,Dives Into Tackles,Dribbler - Speed Dribbler,Flair,GK One On One,Giant Throw In,Injury Prone,Leadership,Long Throw,Long Thrower,One Club Player,Passing - Long Passer,Playmaker,Power Header,Puncher,Pushes Up For Corners,Selfish,Shooting - Chip Shot,Shooting - Finesse Shot,Shooting - Long Shot Taker,Sweeper Keeper,Takes Finesse Style Free Kicks,Takes Powerful Driven Free Kicks,Target Forward,Technical Dribbler,Tries To Beat Defensive Line,Ultimate Professional,games_day
562,LM,80,88,85,90,73,78,73,75,74,69,60,77,81,74,70,80,72,77,82,83,78,77,82,82,76,47,63,55,38,45,42,68,59,73,66,70,Oleg Shatov,Zenit St. Petersburg,Russia,Russian Football Premier League,4,4,2,Right,173,73,Normal,Med,High,N\A, gold,179327,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,502.3165266
571,RM,80,86,86,86,67,81,69,69,59,58,59,79,80,82,72,79,76,75,83,84,78,79,81,83,70,37,52,43,22,43,25,48,63,57,41,48,Samuel Castillejo Azuaga,Villarreal CF,Spain,LaLiga Santander,4,2,2,Left,182,67,Normal,High,Med,N\A, gold,397331,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112.9719890000001
574,LM,80,82,81,83,73,77,74,77,73,66,54,76,83,74,52,81,68,69,87,81,75,78,83,87,59,26,29,42,25,20,24,61,63,68,65,42,Julian Brandt,Bayer 04 Leverkusen,Germany,Bundesliga,4,4,2,Right,183,82,Normal,Med,Med,N\A, gold,215442,357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,603.4789916
590,RM,79,80,81,80,74,77,74,73,75,61,81,79,80,80,79,80,69,86,74,78,73,78,78,74,74,50,42,59,52,52,47,72,64,82,68,73,Alexandr Samedov,Spartak Moscow,Russia,Russian Football Premier League,3,3,2,Right,177,72,Normal,Med,High,N\A, gold,18213,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.01680672
597,LM,79,70,72,69,76,79,77,76,75,69,66,80,80,80,78,82,79,80,83,80,72,81,81,83,68,29,40,47,19,26,27,56,62,62,56,46,José Manuel Jurado Marín,RCD Espanyol,Spain,LaLiga Santander,4,4,2,Right,174,76,Normal,Low,Med,N\A, gold,28952,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,81.09803922
598,LM,79,67,69,66,75,82,76,81,68,53,76,82,86,82,83,80,81,77,77,76,78,85,78,77,73,64,75,50,54,73,61,66,57,67,66,67,Michael Krohn-Dehli,Sevilla FC,Denmark,LaLiga Santander,3,4,2,Right,170,68,Normal,Med,Med,N\A, gold,16754,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,46.92997199
619,LM,79,87,84,89,67,78,70,69,59,66,53,76,74,79,57,79,72,72,79,76,74,80,77,79,72,70,65,60,70,75,73,70,69,80,64,74,Fabian Johnson,Borussia Mönchengladbach,United States,Bundesliga,3,4,2,Right,183,74,Normal,Med,Med,N\A, gold,62767,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.81792719999999
624,LM,79,82,88,78,71,80,75,63,70,72,59,75,76,78,58,77,68,81,82,85,91,75,78,82,68,42,51,71,36,35,38,56,76,63,50,55,Pablo Piatti,RCD Espanyol,Argentina,LaLiga Santander,4,2,2,Left,163,63,Normal,Med,High,N\A, gold,27747,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77.72268908
651,RM,79,82,83,81,74,81,70,88,78,64,48,73,72,79,62,76,65,62,81,76,68,78,82,81,82,29,43,54,21,24,14,72,77,68,69,85,Hernán Pérez,RCD Espanyol,Paraguay,LaLiga Santander,3,4,1,Right,180,71,Normal,Med,High,N\A, gold,36839,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.19047619999999
652,RM,79,79,80,78,69,73,69,67,72,70,66,78,81,83,69,77,76,73,83,78,77,79,80,83,70,43,59,34,24,53,43,64,66,65,67,54,Sergio Gontán Gallardo,Málaga CF,Spain,LaLiga Santander,3,4,2,Right,172,68,Normal,High,Med,N\A, gold,27012,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.66386555
657,RM,79,87,86,87,75,80,75,77,74,74,63,74,76,78,60,77,64,74,82,85,81,79,79,82,72,35,29,54,27,26,77,59,69,64,56,58,Patrick Herrmann,Borussia Mönchengladbach,Germany,Bundesliga,3,3,2,Right,179,70,Normal,Med,Med,N\A, gold,161576,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,452.5938375
677,LM,79,89,88,90,74,75,72,79,76,74,70,73,71,77,73,75,67,77,84,85,75,76,83,84,63,26,28,43,22,25,15,72,49,72,74,75,Paul-Georges Ntep,VfL Wolfsburg,France,Bundesliga,4,4,2,Right,180,75,Normal,Med,High,N\A, gold,604951,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1694.540616
694,RM,79,89,90,89,79,80,80,79,77,73,75,71,69,76,56,75,62,70,81,92,88,80,79,81,77,37,49,45,28,32,43,58,69,76,53,47,Edin Višća,Medipol Başakşehir FK,Bosnia and Herzegovina,Süper Lig,3,4,2,Right,172,63,Normal,Med,Med,N\A, gold,56813,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,159.14005600000002
696,LM,79,90,92,88,76,75,74,82,74,80,69,71,68,72,62,76,66,59,86,79,88,76,79,86,71,43,38,46,41,46,45,67,64,68,68,63,Serge Gnabry,TSG 1899 Hoffenheim,Germany,Bundesliga,4,3,2,Right,175,75,Normal,Med,High,N\A, gold,710321,357,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1989.694678
697,LM,79,80,78,82,74,78,74,80,71,68,64,75,79,80,61,76,68,74,80,76,74,75,81,80,69,56,61,54,52,57,54,70,75,78,67,65,Denis Cheryshev,Villarreal CF,Russia,LaLiga Santander,3,3,2,Left,179,74,Normal,Low,High,N\A, gold,44072,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.4509804
701,LM,79,69,71,67,80,77,74,87,88,77,71,81,77,78,93,82,78,92,78,76,76,79,80,78,72,41,44,53,32,42,45,56,46,66,52,57,Hakan Çalhanoğlu,Milan,Turkey,Calcio A,3,4,3,Right,178,76,Normal,Med,Med,N\A, gold,155276,357,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,434.9467787
716,RM,79,92,93,92,75,75,75,76,73,77,70,72,69,77,70,74,62,84,84,87,84,76,79,84,73,19,23,52,11,15,15,58,73,74,58,36,Kingsley Coman,FC Bayern München,France,Bundesliga,4,3,2,Right,178,71,Normal,Low,Med,N\A, gold,3477822,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9741.798319
720,RM,79,86,90,82,73,75,75,71,73,71,60,76,77,81,78,75,71,81,82,78,68,69,77,82,71,43,33,46,46,41,55,61,57,80,58,44,Emiliano Rigoni,Zenit St. Petersburg,Argentina,Russian Football Premier League,4,5,1,Left,178,74,Normal,Low,Med,N\A, gold,46610,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,130.5602241
726,LM,79,84,85,84,72,72,67,78,83,68,43,78,78,86,78,76,71,87,79,84,84,75,79,79,82,57,63,55,53,58,54,76,69,87,71,74,Marcos Acuña,Sporting CP,Argentina,Liga NOS,4,3,2,Left,172,69,Normal,High,Med,N\A, gold,90078,357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.31932769999997
733,RM,79,81,83,80,75,73,74,81,72,73,77,76,78,80,68,78,67,77,83,88,76,74,79,83,69,57,54,68,47,65,55,72,56,69,77,67,Nordin Amrabat,CD Leganés,Morocco,LaLiga Santander,4,2,2,Right,181,84,Normal,Med,High,N\A, gold,43133,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120.8207283
738,RM,78,68,71,65,74,77,74,74,76,68,75,81,81,84,77,80,81,86,85,71,75,71,83,85,80,38,35,56,29,41,39,51,37,35,60,53,Joaquín Sánchez Rodríguez,Real Betis,Spain,LaLiga Santander,3,3,2,Right,179,75,Normal,Med,High,N\A, gold,71558,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,200.442577
752,RM,78,88,89,87,65,74,58,75,70,75,56,73,73,77,46,76,69,80,81,87,87,77,79,81,70,28,33,47,27,20,26,50,62,79,34,50,Jesús Navas González,Sevilla FC,Spain,LaLiga Santander,3,3,2,Right,170,60,Normal,Med,Med,N\A, gold,111719,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.9383754
763,RM,78,83,82,83,76,74,75,81,75,69,79,77,78,80,75,77,73,80,78,75,66,75,79,78,80,34,39,58,17,43,29,75,76,69,78,73,Jefferson Farfán,Lokomotiv Moscow,Peru,Russian Football Premier League,3,3,2,Right,178,84,Normal,Low,Med,N\A, gold,18842,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52.77871148
801,RM,78,87,87,87,72,75,75,71,63,80,73,70,69,75,61,71,66,65,85,86,84,72,75,85,77,45,48,56,38,49,37,66,78,77,57,71,Nicolai Müller,Hamburger SV,Germany,Bundesliga,3,3,2,Right,173,66,Normal,Med,High,N\A, gold,48612,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,136.16806719999997
816,RM,78,87,86,87,68,69,64,81,71,51,65,68,65,75,49,71,67,62,87,82,76,74,82,87,69,31,31,51,27,34,17,78,64,76,82,76,Yannick Bolasie,Everton,Congo DR,Premier League,5,4,2,Right,188,84,Normal,High,High,N\A, gold,553393,357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1550.1204480000001
826,RM,78,86,85,86,71,67,66,79,76,70,70,76,74,78,70,75,77,77,84,83,80,68,83,84,72,36,43,59,24,38,32,74,58,67,75,83,Gökhan Töre,Beşiktaş JK,Turkey,Süper Lig,4,4,2,Left,176,70,Normal,Low,High,N\A, gold,17591,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,49.2745098
837,LM,78,76,74,77,78,77,77,81,84,65,75,76,77,79,83,76,69,80,79,80,67,75,80,79,72,43,61,52,26,49,30,68,44,68,68,74,Wahbi Khazri,Stade Rennais FC,Tunisia,Ligue 1 Conforama,3,4,1,Right,182,76,Normal,Med,High,N\A, gold,30225,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,84.66386555
838,LM,78,85,86,84,75,70,72,82,77,59,83,73,71,77,76,75,67,71,82,82,72,71,79,82,68,33,21,52,39,31,27,62,48,76,59,58,Andros Townsend,Crystal Palace,England,Premier League,3,4,2,Left,181,73,Normal,Med,High,N\A, gold,147251,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,412.4677871
844,RM,78,78,78,78,72,76,69,78,70,68,79,74,76,76,61,77,63,78,81,78,76,78,79,81,74,49,52,56,42,53,41,69,76,76,68,59,Daniel Caligiuri,FC Schalke 04,Italy,Bundesliga,3,3,2,Right,182,80,Normal,Med,Med,N\A, gold,20478,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.36134454
845,RM,78,69,71,67,70,76,65,71,76,70,76,78,80,75,77,79,75,81,78,78,79,79,82,78,79,37,42,42,29,41,31,69,66,88,61,64,Nicolás Lodeiro,Seattle Sounders FC,Uruguay,Major League Soccer,4,4,2,Left,170,69,Normal,Med,Med,N\A, gold,21613,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,60.54061625
857,RM,78,76,74,78,77,77,76,81,76,73,76,75,76,75,78,77,68,77,83,65,54,75,80,83,79,45,43,67,37,48,44,76,71,77,83,59,Nacer Chadli,West Bromwich Albion,Belgium,Premier League,3,4,2,Right,187,80,Normal,Med,Med,N\A, gold,53148,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,148.8739496
866,LM,78,84,89,79,65,69,65,70,62,66,61,75,74,73,70,79,71,77,82,92,89,76,78,82,72,53,52,45,54,55,55,62,72,78,48,72,Leonardo Bittencourt,1. FC Köln,Germany,Bundesliga,4,4,2,Right,171,63,Normal,Med,Med,N\A, gold,31548,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88.36974790000001
867,LM,78,85,88,82,71,70,69,76,70,74,64,76,73,75,59,82,75,73,80,86,83,72,78,80,71,39,36,65,39,31,44,65,83,82,61,49,Mohamed Elyounoussi,FC Basel,Norway,Raiffeisen Super League,5,4,1,Right,178,70,Normal,Med,High,N\A, gold,71899,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,201.3977591
870,LM,78,90,89,90,74,75,74,73,76,68,83,75,76,73,76,77,74,76,76,93,92,74,77,76,69,56,57,63,59,52,49,51,77,73,31,65,João Natailton Ramos dos Santos,FC Krasnodar,Brazil,Russian Football Premier League,4,2,2,Left,166,61,Normal,Med,High,N\A, gold,77445,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,216.93277310000002
878,LM,78,83,87,79,69,71,68,68,77,62,51,73,74,70,65,75,67,85,88,94,93,67,83,88,76,37,44,41,30,39,31,58,63,77,51,49,Takashi Inui,SD Eibar,Japan,LaLiga Santander,3,3,1,Right,169,63,Normal,Med,Med,N\A, gold,59164,357,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,165.72549019999997
885,RM,78,83,84,83,74,79,72,76,80,64,65,72,74,72,56,75,65,74,79,85,84,75,82,79,75,50,53,61,52,46,44,67,65,79,61,66,Jesse Lingard,Manchester United,England,Premier League,3,3,2,Right,175,62,Normal,High,High,N\A, gold,355958,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,997.0812324999999
892,LM,78,88,89,87,68,73,64,77,69,68,67,72,72,80,75,71,60,79,83,76,72,76,80,83,77,32,32,48,29,26,43,72,66,74,74,65,Filip Kostić,Hamburger SV,Serbia,Bundesliga,4,2,2,Left,184,82,Normal,Med,High,N\A, gold,36506,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102.2577031
894,RM,78,91,89,92,67,74,53,85,75,73,70,71,63,76,59,76,66,69,80,83,83,75,80,80,75,73,74,60,73,76,79,75,69,93,69,67,Bruno da Silva Peres,Roma,Brazil,Calcio A,3,3,2,Right,178,72,Normal,Low,High,N\A, gold,370000,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036.414566
895,LM,78,88,91,86,72,75,77,68,68,66,70,72,76,78,57,74,63,69,78,84,87,72,74,78,71,39,28,67,33,42,45,62,56,74,60,55,Alexander Szymanowski,CD Leganés,Argentina,LaLiga Santander,4,3,2,Left,174,69,Normal,Med,High,N\A, gold,29587,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.8767507
897,RM,78,70,70,70,69,74,72,63,66,71,69,78,77,79,58,81,78,76,81,75,75,76,80,81,72,39,40,34,36,43,39,55,60,66,55,41,Carles Gil Pareja,RC Deportivo,Spain,LaLiga Santander,4,4,2,Left,170,65,Normal,Low,High,N\A, gold,15839,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.36694678
898,RM,78,87,88,87,73,77,73,76,74,64,65,73,74,76,74,73,64,80,80,85,81,76,79,80,75,31,34,62,23,28,26,57,72,79,52,39,Pedro Miguel Martins Santos,Columbus Crew SC,Portugal,Major League Soccer,3,5,1,Left,173,65,Normal,Med,High,N\A, gold,21245,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.50980392
900,RM,78,79,84,75,75,72,73,77,79,73,79,78,77,79,82,78,72,88,82,88,92,73,79,82,79,29,30,45,21,31,26,56,61,76,41,67,Iuri José Picanço Medeiros,Sporting CP,Portugal,Liga NOS,4,3,2,Left,174,64,Normal,Med,High,N\A, gold,11993,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,33.59383754
901,RM,78,91,92,91,69,79,68,70,67,68,68,70,64,75,59,73,65,75,81,86,69,79,79,81,78,22,21,55,14,19,23,59,62,73,59,42,Hernâni Jorge Santos Fortes,FC Porto,Portugal,Liga NOS,4,3,2,Left,178,69,Normal,Low,Med,N\A, gold,41022,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,114.90756299999998
904,LM,78,88,86,90,64,68,64,70,66,49,49,73,68,77,60,78,74,61,77,82,77,70,78,77,76,50,42,43,53,53,57,69,65,92,60,65,Diego Laxalt,Genoa,Uruguay,Calcio A,3,3,2,Left,178,68,Normal,High,High,N\A, gold,54692,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.1988796
910,LM,78,88,89,88,75,74,75,74,80,61,68,71,71,76,71,71,63,78,85,79,66,73,77,85,67,51,58,54,43,54,45,60,62,77,53,58,José Luis Morales Nogales,Levante UD,Spain,LaLiga Santander,3,4,1,Right,180,70,Normal,Med,Med,N\A, gold,64548,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,180.8067227
911,LM,78,92,91,92,66,78,65,71,64,64,59,71,75,73,56,74,60,75,83,91,85,79,80,83,77,35,43,46,23,38,31,45,58,64,37,40,Rafael A. Ferreira Silva,SL Benfica,Portugal,Liga NOS,4,4,2,Right,171,66,Normal,Med,High,N\A, gold,137274,357,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,384.52100839999997
925,LM,78,84,86,83,72,76,75,68,73,56,61,76,77,80,76,74,73,81,76,84,82,73,76,76,75,46,52,44,37,51,46,66,34,77,66,58,Jonathan Rodríguez Menéndez,Málaga CF,Spain,LaLiga Santander,3,3,1,Left,179,77,Normal,Med,High,N\A, gold,31661,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.68627451
927,LM,78,89,91,88,68,74,72,68,65,55,56,70,73,70,50,74,63,70,84,92,90,78,79,84,81,44,33,48,39,57,38,54,60,72,41,60,Franco Cervi,SL Benfica,Argentina,Liga NOS,4,3,2,Left,166,62,Normal,High,High,N\A, gold,33357,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93.43697479
933,RM,78,91,93,89,68,73,71,72,58,70,48,70,76,65,58,76,59,69,86,91,92,77,79,86,64,33,30,49,28,32,37,56,86,68,51,44,Christian Pulisic,Borussia Dortmund,United States,Bundesliga,4,4,1,Right,172,69,Normal,Med,Med,N\A, gold,837902,357,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2347.0644260000004
939,LM,78,90,91,90,68,73,65,76,68,64,68,73,73,74,64,74,70,76,83,84,85,70,80,83,77,31,25,50,24,38,20,65,69,77,68,40,Jefferson Montero,Getafe CF,Ecuador,LaLiga Santander,4,3,2,Right,169,64,Normal,High,High,N\A, gold,382511,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071.459384
963,RM,77,83,84,82,64,71,65,64,57,68,62,71,73,78,55,76,54,63,82,91,91,74,80,82,77,38,42,28,40,37,37,62,70,70,59,57,Aaron Lennon,Everton,England,Premier League,3,3,2,Right,165,63,Normal,Med,High,N\A, gold,68555,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0308123
976,LM,77,91,92,91,74,77,76,75,66,65,80,68,68,72,69,73,50,70,80,88,81,70,77,80,71,33,45,67,19,30,28,66,67,89,62,45,Scott Sinclair,Celtic,England,Scottish Premiership,4,3,2,Right,173,63,Normal,Med,High,N\A, gold,158823,357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,444.8823529
987,LM,77,65,64,66,71,74,65,77,75,79,73,77,78,78,74,78,73,81,85,74,71,72,84,85,80,44,49,75,36,38,48,57,56,56,67,33,Bryan Ruíz,Sporting CP,Costa Rica,Liga NOS,4,2,3,Left,188,78,Normal,Med,Med,N\A, gold,8677,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,24.30532213
988,RM,77,75,77,74,73,74,73,75,75,65,66,74,74,76,67,76,70,74,83,84,85,78,80,83,72,64,72,42,65,64,63,62,69,67,54,74,Adelino André Vieira de Freitas,PAOK,Portugal,Hellas Liga,4,4,2,Right,172,73,Normal,Med,High,N\A, gold,15432,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43.22689076
